NAME,total_units_2000,state_fips,county_fips
"Mathews County, Virginia",5333,51,115
"Mecklenburg County, Virginia",17403,51,117
"Middlesex County, Virginia",6362,51,119
"Montgomery County, Virginia",32527,51,121
"Nelson County, Virginia",8554,51,125
"New Kent County, Virginia",5203,51,127
"Northampton County, Virginia",6547,51,131
"Northumberland County, Virginia",8057,51,133
"Nottoway County, Virginia",6373,51,135
"Orange County, Virginia",11354,51,137
"Page County, Virginia",10557,51,139
"Patrick County, Virginia",9823,51,141
"Pittsylvania County, Virginia",28011,51,143
"Powhatan County, Virginia",7509,51,145
"Prince Edward County, Virginia",7527,51,147
"Prince George County, Virginia",10726,51,149
"Prince William County, Virginia",98052,51,153
"Pulaski County, Virginia",16325,51,155
"Rappahannock County, Virginia",3303,51,157
"Richmond County, Virginia",3512,51,159
"Roanoke County, Virginia",36121,51,161
"Rockbridge County, Virginia",9550,51,163
"Rockingham County, Virginia",27328,51,165
"Russell County, Virginia",13191,51,167
"Scott County, Virginia",11355,51,169
"Shenandoah County, Virginia",16709,51,171
"Smyth County, Virginia",15111,51,173
"Southampton County, Virginia",7058,51,175
"Spotsylvania County, Virginia",33329,51,177
"Stafford County, Virginia",31405,51,179
"Surry County, Virginia",3294,51,181
"Sussex County, Virginia",4653,51,183
"Tazewell County, Virginia",20390,51,185
"Warren County, Virginia",13299,51,187
"Washington County, Virginia",22985,51,191
"Westmoreland County, Virginia",9286,51,193
"Wise County, Virginia",17792,51,195
"Wythe County, Virginia",12744,51,197
"York County, Virginia",20701,51,199
"Alexandria city, Virginia",64251,51,510
"Bedford city, Virginia",2702,51,515
"Bristol city, Virginia",8469,51,520
"Buena Vista city, Virginia",2716,51,530
"Charlottesville city, Virginia",17591,51,540
"Chesapeake city, Virginia",72672,51,550
"Clifton Forge city, Virginia",2069,51,560
"Colonial Heights city, Virginia",7340,51,570
"Covington city, Virginia",3195,51,580
"Danville city, Virginia",23108,51,590
"Emporia city, Virginia",2412,51,595
"Fairfax city, Virginia",8204,51,600
"Falls Church city, Virginia",4725,51,610
"Franklin city, Virginia",3767,51,620
"Fredericksburg city, Virginia",8888,51,630
"Galax city, Virginia",3217,51,640
"Hampton city, Virginia",57311,51,650
"Harrisonburg city, Virginia",13689,51,660
"Hopewell city, Virginia",9749,51,670
"Lexington city, Virginia",2376,51,678
"Lynchburg city, Virginia",27640,51,680
"Manassas city, Virginia",12114,51,683
"Manassas Park city, Virginia",3365,51,685
"Martinsville city, Virginia",7249,51,690
"Newport News city, Virginia",74117,51,700
"Norfolk city, Virginia",94416,51,710
"Norton city, Virginia",1946,51,720
"Petersburg city, Virginia",15955,51,730
"Poquoson city, Virginia",4300,51,735
"Portsmouth city, Virginia",41605,51,740
"Radford city, Virginia",6137,51,750
"Richmond city, Virginia",92282,51,760
"Roanoke city, Virginia",45257,51,770
"Salem city, Virginia",10403,51,775
"Staunton city, Virginia",10427,51,790
"Suffolk city, Virginia",24704,51,800
"Virginia Beach city, Virginia",162277,51,810
"Waynesboro city, Virginia",8863,51,820
"Williamsburg city, Virginia",3880,51,830
"Winchester city, Virginia",10587,51,840
"Adams County, Washington",5773,53,001
"Asotin County, Washington",9111,53,003
"Benton County, Washington",55963,53,005
"Chelan County, Washington",30407,53,007
"Clallam County, Washington",30683,53,009
"Clark County, Washington",134030,53,011
"Columbia County, Washington",2018,53,013
"Cowlitz County, Washington",38624,53,015
"Douglas County, Washington",12944,53,017
"Ferry County, Washington",3775,53,019
"Franklin County, Washington",16084,53,021
"Garfield County, Washington",1288,53,023
"Grant County, Washington",29081,53,025
"Grays Harbor County, Washington",32489,53,027
"Island County, Washington",32378,53,029
"Jefferson County, Washington",14144,53,031
"King County, Washington",742237,53,033
"Kitsap County, Washington",92644,53,035
"Kittitas County, Washington",16475,53,037
"Klickitat County, Washington",8633,53,039
"Lewis County, Washington",29585,53,041
"Lincoln County, Washington",5298,53,043
"Mason County, Washington",25515,53,045
"Okanogan County, Washington",19085,53,047
"Pacific County, Washington",13991,53,049
"Pend Oreille County, Washington",6608,53,051
"Pierce County, Washington",277060,53,053
"San Juan County, Washington",9752,53,055
"Skagit County, Washington",42681,53,057
"Skamania County, Washington",4576,53,059
"Snohomish County, Washington",236205,53,061
"Spokane County, Washington",175005,53,063
"Stevens County, Washington",17599,53,065
"Thurston County, Washington",86652,53,067
"Wahkiakum County, Washington",1792,53,069
"Walla Walla County, Washington",21147,53,071
"Whatcom County, Washington",73893,53,073
"Whitman County, Washington",16676,53,075
"Yakima County, Washington",79174,53,077
"Barbour County, West Virginia",7348,54,001
"Berkeley County, West Virginia",32913,54,003
"Boone County, West Virginia",11575,54,005
"Braxton County, West Virginia",7374,54,007
"Brooke County, West Virginia",11150,54,009
"Cabell County, West Virginia",45615,54,011
"Calhoun County, West Virginia",3848,54,013
"Clay County, West Virginia",4836,54,015
"Doddridge County, West Virginia",3661,54,017
"Fayette County, West Virginia",21616,54,019
"Gilmer County, West Virginia",3621,54,021
"Grant County, West Virginia",6105,54,023
"Greenbrier County, West Virginia",17644,54,025
"Hampshire County, West Virginia",11185,54,027
"Hancock County, West Virginia",14728,54,029
"Hardy County, West Virginia",7115,54,031
"Harrison County, West Virginia",31112,54,033
"Jackson County, West Virginia",12245,54,035
"Jefferson County, West Virginia",17623,54,037
"Kanawha County, West Virginia",93788,54,039
"Lewis County, West Virginia",7944,54,041
"Lincoln County, West Virginia",9846,54,043
"Logan County, West Virginia",16807,54,045
"McDowell County, West Virginia",13582,54,047
"Marion County, West Virginia",26660,54,049
"Marshall County, West Virginia",15814,54,051
"Mason County, West Virginia",12056,54,053
"Mercer County, West Virginia",30143,54,055
"Mineral County, West Virginia",12094,54,057
"Mingo County, West Virginia",12898,54,059
"Monongalia County, West Virginia",36695,54,061
"Monroe County, West Virginia",7267,54,063
"Morgan County, West Virginia",8076,54,065
"Nicholas County, West Virginia",12406,54,067
"Ohio County, West Virginia",22166,54,069
"Pendleton County, West Virginia",5102,54,071
"Pleasants County, West Virginia",3214,54,073
"Pocahontas County, West Virginia",7594,54,075
"Preston County, West Virginia",13444,54,077
"Putnam County, West Virginia",21621,54,079
"Raleigh County, West Virginia",35678,54,081
"Randolph County, West Virginia",13478,54,083
"Ritchie County, West Virginia",5513,54,085
"Roane County, West Virginia",7360,54,087
"Summers County, West Virginia",7331,54,089
"Taylor County, West Virginia",7125,54,091
"Tucker County, West Virginia",4634,54,093
"Tyler County, West Virginia",4780,54,095
"Upshur County, West Virginia",10751,54,097
"Wayne County, West Virginia",19107,54,099
"Webster County, West Virginia",5273,54,101
"Wetzel County, West Virginia",8313,54,103
"Wirt County, West Virginia",3266,54,105
"Wood County, West Virginia",39785,54,107
"Wyoming County, West Virginia",11698,54,109
"Adams County, Wisconsin",14123,55,001
"Ashland County, Wisconsin",8883,55,003
"Barron County, Wisconsin",20969,55,005
"Bayfield County, Wisconsin",11640,55,007
"Brown County, Wisconsin",90199,55,009
"Buffalo County, Wisconsin",6098,55,011
"Burnett County, Wisconsin",12582,55,013
"Calumet County, Wisconsin",15758,55,015
"Chippewa County, Wisconsin",22821,55,017
"Clark County, Wisconsin",13531,55,019
"Columbia County, Wisconsin",22685,55,021
"Crawford County, Wisconsin",8480,55,023
"Dane County, Wisconsin",180398,55,025
"Dodge County, Wisconsin",33672,55,027
"Door County, Wisconsin",19587,55,029
"Douglas County, Wisconsin",20356,55,031
"Dunn County, Wisconsin",15277,55,033
"Eau Claire County, Wisconsin",37474,55,035
"Florence County, Wisconsin",4239,55,037
"Fond du Lac County, Wisconsin",39271,55,039
"Forest County, Wisconsin",8322,55,041
"Grant County, Wisconsin",19940,55,043
"Green County, Wisconsin",13878,55,045
"Green Lake County, Wisconsin",9831,55,047
"Iowa County, Wisconsin",9579,55,049
"Iron County, Wisconsin",5706,55,051
"Jackson County, Wisconsin",8029,55,053
"Jefferson County, Wisconsin",30092,55,055
"Juneau County, Wisconsin",12370,55,057
"Kenosha County, Wisconsin",59989,55,059
"Kewaunee County, Wisconsin",8221,55,061
"La Crosse County, Wisconsin",43479,55,063
"Lafayette County, Wisconsin",6674,55,065
"Langlade County, Wisconsin",11187,55,067
"Lincoln County, Wisconsin",14681,55,069
"Manitowoc County, Wisconsin",34651,55,071
"Marathon County, Wisconsin",50360,55,073
"Marinette County, Wisconsin",26260,55,075
"Marquette County, Wisconsin",8664,55,077
"Menominee County, Wisconsin",2098,55,078
"Milwaukee County, Wisconsin",400093,55,079
"Monroe County, Wisconsin",16672,55,081
"Oconto County, Wisconsin",19812,55,083
"Oneida County, Wisconsin",26627,55,085
"Outagamie County, Wisconsin",62614,55,087
"Ozaukee County, Wisconsin",32034,55,089
"Pepin County, Wisconsin",3036,55,091
"Pierce County, Wisconsin",13493,55,093
"Polk County, Wisconsin",21129,55,095
"Portage County, Wisconsin",26589,55,097
"Price County, Wisconsin",9574,55,099
"Racine County, Wisconsin",74718,55,101
"Richland County, Wisconsin",8164,55,103
"Rock County, Wisconsin",62187,55,105
"Rusk County, Wisconsin",7609,55,107
"St. Croix County, Wisconsin",24265,55,109
"Sauk County, Wisconsin",24297,55,111
"Sawyer County, Wisconsin",13722,55,113
"Shawano County, Wisconsin",18317,55,115
"Sheboygan County, Wisconsin",45947,55,117
"Taylor County, Wisconsin",8595,55,119
"Trempealeau County, Wisconsin",11482,55,121
"Vernon County, Wisconsin",12416,55,123
"Vilas County, Wisconsin",22397,55,125
"Walworth County, Wisconsin",43783,55,127
"Washburn County, Wisconsin",10814,55,129
"Washington County, Wisconsin",45808,55,131
"Waukesha County, Wisconsin",140309,55,133
"Waupaca County, Wisconsin",22508,55,135
"Waushara County, Wisconsin",13667,55,137
"Winnebago County, Wisconsin",64721,55,139
"Wood County, Wisconsin",31691,55,141
"Albany County, Wyoming",15215,56,001
"Big Horn County, Wyoming",5105,56,003
"Campbell County, Wyoming",13288,56,005
"Carbon County, Wyoming",8307,56,007
"Converse County, Wyoming",5669,56,009
"Crook County, Wyoming",2935,56,011
"Fremont County, Wyoming",15541,56,013
"Goshen County, Wyoming",5881,56,015
"Hot Springs County, Wyoming",2536,56,017
"Johnson County, Wyoming",3503,56,019
"Laramie County, Wyoming",34213,56,021
"Lincoln County, Wyoming",6831,56,023
"Natrona County, Wyoming",29882,56,025
"Niobrara County, Wyoming",1338,56,027
"Park County, Wyoming",11869,56,029
"Platte County, Wyoming",4528,56,031
"Sheridan County, Wyoming",12577,56,033
"Sublette County, Wyoming",3552,56,035
"Sweetwater County, Wyoming",15921,56,037
"Teton County, Wyoming",10267,56,039
"Uinta County, Wyoming",8011,56,041
"Washakie County, Wyoming",3654,56,043
"Weston County, Wyoming",3231,56,045
"Adjuntas Municipio, Puerto Rico",6715,72,001
"Aguada Municipio, Puerto Rico",15590,72,003
"Aguadilla Municipio, Puerto Rico",24882,72,005
"Aguas Buenas Municipio, Puerto Rico",10412,72,007
"Aibonito Municipio, Puerto Rico",9163,72,009
"Añasco Municipio, Puerto Rico",10723,72,011
"Arecibo Municipio, Puerto Rico",38974,72,013
"Arroyo Municipio, Puerto Rico",7287,72,015
"Barceloneta Municipio, Puerto Rico",8375,72,017
"Barranquitas Municipio, Puerto Rico",9740,72,019
"Bayamón Municipio, Puerto Rico",79476,72,021
"Cabo Rojo Municipio, Puerto Rico",23182,72,023
"Caguas Municipio, Puerto Rico",50568,72,025
"Camuy Municipio, Puerto Rico",12520,72,027
"Canóvanas Municipio, Puerto Rico",15071,72,029
"Carolina Municipio, Puerto Rico",71347,72,031
"Cataño Municipio, Puerto Rico",10366,72,033
"Cayey Municipio, Puerto Rico",17782,72,035
"Ceiba Municipio, Puerto Rico",6742,72,037
"Ciales Municipio, Puerto Rico",6886,72,039
"Cidra Municipio, Puerto Rico",14267,72,041
"Coamo Municipio, Puerto Rico",13249,72,043
"Comerío Municipio, Puerto Rico",7311,72,045
"Corozal Municipio, Puerto Rico",12386,72,047
"Culebra Municipio, Puerto Rico",1024,72,049
"Dorado Municipio, Puerto Rico",13067,72,051
"Fajardo Municipio, Puerto Rico",17136,72,053
"Florida Municipio, Puerto Rico",4387,72,054
"Guánica Municipio, Puerto Rico",8849,72,055
"Guayama Municipio, Puerto Rico",16368,72,057
"Guayanilla Municipio, Puerto Rico",8147,72,059
"Guaynabo Municipio, Puerto Rico",36826,72,061
"Gurabo Municipio, Puerto Rico",12854,72,063
"Hatillo Municipio, Puerto Rico",13929,72,065
"Hormigueros Municipio, Puerto Rico",6423,72,067
"Humacao Municipio, Puerto Rico",22559,72,069
"Isabela Municipio, Puerto Rico",17166,72,071
"Jayuya Municipio, Puerto Rico",5591,72,073
"Juana Díaz Municipio, Puerto Rico",16490,72,075
"Juncos Municipio, Puerto Rico",13064,72,077
"Lajas Municipio, Puerto Rico",10947,72,079
"Lares Municipio, Puerto Rico",12060,72,081
"Las Marías Municipio, Puerto Rico",4124,72,083
"Las Piedras Municipio, Puerto Rico",12421,72,085
"Loíza Municipio, Puerto Rico",10927,72,087
"Luquillo Municipio, Puerto Rico",9327,72,089
"Manatí Municipio, Puerto Rico",17113,72,091
"Maricao Municipio, Puerto Rico",2272,72,093
"Maunabo Municipio, Puerto Rico",4482,72,095
"Mayagüez Municipio, Puerto Rico",39364,72,097
"Moca Municipio, Puerto Rico",14253,72,099
"Morovis Municipio, Puerto Rico",9462,72,101
"Naguabo Municipio, Puerto Rico",8875,72,103
"Naranjito Municipio, Puerto Rico",9758,72,105
"Orocovis Municipio, Puerto Rico",7946,72,107
"Patillas Municipio, Puerto Rico",7677,72,109
"Peñuelas Municipio, Puerto Rico",8735,72,111
"Ponce Municipio, Puerto Rico",66471,72,113
"Quebradillas Municipio, Puerto Rico",9095,72,115
"Rincón Municipio, Puerto Rico",6827,72,117
"Río Grande Municipio, Puerto Rico",19928,72,119
"Sabana Grande Municipio, Puerto Rico",9982,72,121
"Salinas Municipio, Puerto Rico",11876,72,123
"San Germán Municipio, Puerto Rico",14335,72,125
"San Juan Municipio, Puerto Rico",182101,72,127
"San Lorenzo Municipio, Puerto Rico",14594,72,129
"San Sebastián Municipio, Puerto Rico",16682,72,131
"Santa Isabel Municipio, Puerto Rico",7569,72,133
"Toa Alta Municipio, Puerto Rico",21075,72,135
"Toa Baja Municipio, Puerto Rico",33473,72,137
"Trujillo Alto Municipio, Puerto Rico",26241,72,139
"Utuado Municipio, Puerto Rico",12471,72,141
"Vega Alta Municipio, Puerto Rico",13526,72,143
"Vega Baja Municipio, Puerto Rico",21990,72,145
"Vieques Municipio, Puerto Rico",4388,72,147
"Villalba Municipio, Puerto Rico",8465,72,149
"Yabucoa Municipio, Puerto Rico",13688,72,151
"Yauco Municipio, Puerto Rico",17062,72,153
